start,symbol,low,high,open,close,volume,product_id,timestamp_utc
1678421460,BTCUSDT,20007.12,20008.38,20007.61,20007.72,0.06329488,BTC-USDT,2023-03-10 04:11:00+00:00
1678421520,BTCUSDT,20008.19,20017.21,20017.1,20008.19,0.16432,BTC-USDT,2023-03-10 04:12:00+00:00
1678421580,BTCUSDT,20010.75,20011.46,20011.36,20010.75,0.08108306,BTC-USDT,2023-03-10 04:13:00+00:00
1678421640,BTCUSDT,19997.52,20009.47,20009.47,20006.15,0.33852664,BTC-USDT,2023-03-10 04:14:00+00:00
1678421700,BTCUSDT,19992.63,20006.15,20006.15,19992.63,0.46169018,BTC-USDT,2023-03-10 04:15:00+00:00
1678421760,BTCUSDT,19985.04,19994.83,19994.83,19986,0.39258073,BTC-USDT,2023-03-10 04:16:00+00:00
1678421820,BTCUSDT,19993.18,19997.15,19993.18,19997.15,0.05471466,BTC-USDT,2023-03-10 04:17:00+00:00
1678421880,BTCUSDT,19973.45,19990.26,19989.04,19973.45,0.41791265,BTC-USDT,2023-03-10 04:18:00+00:00
1678421940,BTCUSDT,19961.69,19976.29,19975.45,19961.69,0.80491403,BTC-USDT,2023-03-10 04:19:00+00:00
1678422000,BTCUSDT,19941.12,19959.55,19954.36,19953.55,0.32156057,BTC-USDT,2023-03-10 04:20:00+00:00
1678422060,BTCUSDT,19946.64,19967.36,19946.81,19961.57,0.27175981,BTC-USDT,2023-03-10 04:21:00+00:00
1678422120,BTCUSDT,19946.55,19963.24,19960.41,19949.33,1.48796465,BTC-USDT,2023-03-10 04:22:00+00:00
1678422180,BTCUSDT,19955.78,19986.68,19955.78,19986.68,0.70741993,BTC-USDT,2023-03-10 04:23:00+00:00
1678422240,BTCUSDT,19968.95,19972.87,19972.87,19968.95,0.05205,BTC-USDT,2023-03-10 04:24:00+00:00
1678422300,BTCUSDT,19965.2,19974.9,19974.49,19965.2,0.1860164,BTC-USDT,2023-03-10 04:25:00+00:00
1678422360,BTCUSDT,19958.44,19964.71,19964.71,19960.98,0.51084307,BTC-USDT,2023-03-10 04:26:00+00:00
1678422480,BTCUSDT,19959.68,19959.68,19959.68,19959.68,0.00185649,BTC-USDT,2023-03-10 04:28:00+00:00
1678422540,BTCUSDT,19948,19951.32,19950.3,19951.32,0.0359346,BTC-USDT,2023-03-10 04:29:00+00:00
1678422600,BTCUSDT,19933.91,19957.21,19948.16,19933.91,1.7670248,BTC-USDT,2023-03-10 04:30:00+00:00
1678422660,BTCUSDT,19939,19947.2,19940.83,19947.2,0.05881504,BTC-USDT,2023-03-10 04:31:00+00:00
1678422720,BTCUSDT,19942.24,19951.94,19949.03,19942.39,0.06116659,BTC-USDT,2023-03-10 04:32:00+00:00
1678422840,BTCUSDT,19938.37,19946.9,19938.52,19938.87,0.60903416,BTC-USDT,2023-03-10 04:34:00+00:00
1678422900,BTCUSDT,19919.37,19938.87,19938.87,19938.58,1.53756766,BTC-USDT,2023-03-10 04:35:00+00:00
1678422960,BTCUSDT,19917.68,19934.89,19934.88,19917.68,0.33853679,BTC-USDT,2023-03-10 04:36:00+00:00
1678423020,BTCUSDT,19890.28,19911.67,19911.67,19900.69,2.15612449,BTC-USDT,2023-03-10 04:37:00+00:00
1678423080,BTCUSDT,19886.98,19900.12,19900.12,19898.11,0.5398307,BTC-USDT,2023-03-10 04:38:00+00:00
1678423140,BTCUSDT,19872.65,19907.54,19907.54,19872.65,1.38848022,BTC-USDT,2023-03-10 04:39:00+00:00
1678423200,BTCUSDT,19878.79,19894.01,19878.79,19891.55,0.5860835,BTC-USDT,2023-03-10 04:40:00+00:00
1678423260,BTCUSDT,19878.19,19916.37,19894.32,19916.37,1.33693,BTC-USDT,2023-03-10 04:41:00+00:00
1678423320,BTCUSDT,19915.44,19915.44,19915.44,19915.44,0.04016,BTC-USDT,2023-03-10 04:42:00+00:00
1678423380,BTCUSDT,19888.48,19913.7,19913.7,19897.05,1.28485706,BTC-USDT,2023-03-10 04:43:00+00:00
1678423440,BTCUSDT,19897.06,19912.59,19897.06,19912.59,0.89255791,BTC-USDT,2023-03-10 04:44:00+00:00
1678423500,BTCUSDT,19919.7,19927.62,19919.7,19920.65,0.37192176,BTC-USDT,2023-03-10 04:45:00+00:00
1678423560,BTCUSDT,19883.05,19907.11,19907.11,19890.71,2.57909084,BTC-USDT,2023-03-10 04:46:00+00:00
1678423620,BTCUSDT,19860.07,19903.33,19868.96,19901.59,0.8960132,BTC-USDT,2023-03-10 04:47:00+00:00
1678423740,BTCUSDT,19900.13,19904.12,19902.02,19900.58,0.65468191,BTC-USDT,2023-03-10 04:49:00+00:00
1678423800,BTCUSDT,19895.16,19902.68,19895.16,19902.68,0.00509081,BTC-USDT,2023-03-10 04:50:00+00:00
1678423860,BTCUSDT,19900.55,19902.75,19902.75,19900.55,0.02903254,BTC-USDT,2023-03-10 04:51:00+00:00
1678423920,BTCUSDT,19892.85,19900.56,19900.56,19892.99,0.0425867,BTC-USDT,2023-03-10 04:52:00+00:00
1678423980,BTCUSDT,19878.06,19892.85,19892.85,19878.06,0.37835652,BTC-USDT,2023-03-10 04:53:00+00:00
1678424040,BTCUSDT,19871.03,19878.06,19878.06,19875.93,0.11267945,BTC-USDT,2023-03-10 04:54:00+00:00
1678424100,BTCUSDT,19861.18,19874.95,19874.95,19861.18,0.41825952,BTC-USDT,2023-03-10 04:55:00+00:00
1678424160,BTCUSDT,19840.71,19860.4,19852.6,19860.4,0.1045,BTC-USDT,2023-03-10 04:56:00+00:00
1678424220,BTCUSDT,19861.58,19873.68,19861.58,19873.68,0.03263348,BTC-USDT,2023-03-10 04:57:00+00:00
1678424280,BTCUSDT,19876.43,19877.85,19877.85,19876.43,0.03434456,BTC-USDT,2023-03-10 04:58:00+00:00
1678424340,BTCUSDT,19875.85,19884.2,19884.2,19875.85,0.03168588,BTC-USDT,2023-03-10 04:59:00+00:00
1678424400,BTCUSDT,19878.14,19897.07,19886.05,19896.99,0.40605644,BTC-USDT,2023-03-10 05:00:00+00:00
1678424520,BTCUSDT,19891.45,19905.57,19893.6,19904.33,0.45045356,BTC-USDT,2023-03-10 05:02:00+00:00
1678424580,BTCUSDT,19903.72,19905.89,19903.72,19905.89,0.2639131,BTC-USDT,2023-03-10 05:03:00+00:00
1678424640,BTCUSDT,19902.03,19920.41,19902.03,19920.41,0.06167838,BTC-USDT,2023-03-10 05:04:00+00:00
1678424700,BTCUSDT,19915.26,19926.39,19920.16,19919.6,0.6754724,BTC-USDT,2023-03-10 05:05:00+00:00
1678424820,BTCUSDT,19909.25,19924.45,19924.45,19909.25,0.01816158,BTC-USDT,2023-03-10 05:07:00+00:00
1678424880,BTCUSDT,19895.27,19902.08,19902.08,19895.27,0.12693411,BTC-USDT,2023-03-10 05:08:00+00:00
1678424940,BTCUSDT,19888.03,19891.64,19888.03,19891.64,0.01411819,BTC-USDT,2023-03-10 05:09:00+00:00
1678425060,BTCUSDT,19887.54,19894.24,19887.54,19894.24,0.00062072,BTC-USDT,2023-03-10 05:11:00+00:00
1678425120,BTCUSDT,19860.4,19893.94,19893.94,19875.62,0.11564356,BTC-USDT,2023-03-10 05:12:00+00:00
1678425180,BTCUSDT,19880.69,19886.05,19880.69,19886.05,0.01735748,BTC-USDT,2023-03-10 05:13:00+00:00
1678425240,BTCUSDT,19886.05,19889.59,19887.74,19889.59,0.00010003,BTC-USDT,2023-03-10 05:14:00+00:00
1678425300,BTCUSDT,19883.99,19897.72,19883.99,19897.72,0.02471452,BTC-USDT,2023-03-10 05:15:00+00:00
1678425360,BTCUSDT,19886.05,19899.68,19899.68,19890.95,0.09954329,BTC-USDT,2023-03-10 05:16:00+00:00
1678425420,BTCUSDT,19891.11,19894.97,19894.97,19891.11,0.0402888,BTC-USDT,2023-03-10 05:17:00+00:00
1678425480,BTCUSDT,19892.34,19923.53,19894.22,19921.15,0.07671828,BTC-USDT,2023-03-10 05:18:00+00:00
1678425600,BTCUSDT,19920.72,19920.72,19920.72,19920.72,0.00115211,BTC-USDT,2023-03-10 05:20:00+00:00
1678425660,BTCUSDT,19920.3,19929.85,19920.3,19929.85,0.19275073,BTC-USDT,2023-03-10 05:21:00+00:00
1678425720,BTCUSDT,19930.57,19980.63,19935.2,19971.75,4.98101179,BTC-USDT,2023-03-10 05:22:00+00:00
1678425780,BTCUSDT,19953.74,19980.68,19975.75,19962.43,0.83304899,BTC-USDT,2023-03-10 05:23:00+00:00
1678425840,BTCUSDT,19956.7,19963.57,19963.57,19959.23,0.72395565,BTC-USDT,2023-03-10 05:24:00+00:00
