symbol,time_period_start,time_period_end,price_open,price_high,price_low,price_close,volume_traded,trades_count,imputed,gap_size,impute_method
BTCUSDC,2023-03-07T02:31:00.0000000Z,2023-03-07T02:32:00.0000000Z,22471.91,22471.91,22471.91,22471.91,0.0,0,True,2,LOCF
BTCUSDC,2023-03-07T02:32:00.0000000Z,2023-03-07T02:33:00.0000000Z,22471.91,22471.91,22471.91,22471.91,0.0,0,True,2,LOCF
BTCUSDC,2023-03-07T02:33:00.0000000Z,2023-03-07T02:34:00.0000000Z,22483.55,22483.55,22483.55,22483.55,0.00011785,1,False,0,none
BTCUSDC,2023-03-07T02:34:00.0000000Z,2023-03-07T02:35:00.0000000Z,22483.55,22483.55,22483.55,22483.55,0.0,0,True,3,LOCF
BTCUSDC,2023-03-07T02:35:00.0000000Z,2023-03-07T02:36:00.0000000Z,22483.55,22483.55,22483.55,22483.55,0.0,0,True,3,LOCF
BTCUSDC,2023-03-07T02:36:00.0000000Z,2023-03-07T02:37:00.0000000Z,22483.55,22483.55,22483.55,22483.55,0.0,0,True,3,LOCF
BTCUSDC,2023-03-07T02:37:00.0000000Z,2023-03-07T02:38:00.0000000Z,22495.04,22512.0,22495.04,22512.0,11.63576865,39,False,0,none
BTCUSDC,2023-03-07T02:38:00.0000000Z,2023-03-07T02:39:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:39:00.0000000Z,2023-03-07T02:40:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:40:00.0000000Z,2023-03-07T02:41:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:41:00.0000000Z,2023-03-07T02:42:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:42:00.0000000Z,2023-03-07T02:43:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:43:00.0000000Z,2023-03-07T02:44:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:44:00.0000000Z,2023-03-07T02:45:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:45:00.0000000Z,2023-03-07T02:46:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:46:00.0000000Z,2023-03-07T02:47:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
