symbol,open_time_ms,open_time_utc,open,high,low,close,volume,imputed,gap_size,impute_method
BTCUSD,1677847140000,2023-03-03 12:39:00,22347.9,22347.9,22340.77,22344.89,2.58125,False,0,none
BTCUSD,1677847200000,2023-03-03 12:40:00,22344.85,22344.85,22334.84,22342.26,0.65336,False,0,none
BTCUSD,1677847260000,2023-03-03 12:41:00,22341.82,22341.82,22336.44,22336.82,0.55877,False,0,none
BTCUSD,1677847320000,2023-03-03 12:42:00,22337.94,22342.72,22337.94,22342.72,0.71328,False,0,none
BTCUSD,1677847380000,2023-03-03 12:43:00,22343.35,22343.35,22340.65,22341.1,0.00171,False,0,none
BTCUSD,1677847440000,2023-03-03 12:44:00,22338.49,22341.51,22331.54,22339.38,8.67909,False,0,none
BTCUSD,1677847500000,2023-03-03 12:45:00,22339.5,22341.81,22334.19,22339.58,4.12207,False,0,none
BTCUSD,1677847560000,2023-03-03 12:46:00,22340.23,22352.48,22337.35,22345.83,16.60796,False,0,none
BTCUSD,1677847620000,2023-03-03 12:47:00,22345.23,22357.25,22344.18,22353.93,5.40798,False,0,none
BTCUSD,1677847680000,2023-03-03 12:48:00,22353.92,22357.5,22352.31,22354.6,1.25638,False,0,none
BTCUSD,1677847740000,2023-03-03 12:49:00,22353.13,22357.5,22349.13,22355.1,1.42485,False,0,none
BTCUSD,1677847800000,2023-03-03 12:50:00,22355.47,22358.31,22354.15,22356.33,1.08296,False,0,none
BTCUSD,1677847860000,2023-03-03 12:51:00,22353.71,22356.71,22351.21,22353.47,2.33721,False,0,none
BTCUSD,1677847920000,2023-03-03 12:52:00,22355.48,22360.27,22350.83,22355.34,1.36574,False,0,none
BTCUSD,1677847980000,2023-03-03 12:53:00,22352.88,22356.49,22352.87,22356.49,0.33475,False,0,none
BTCUSD,1677848040000,2023-03-03 12:54:00,22355.19,22355.58,22351.36,22351.36,0.35006,False,0,none
BTCUSD,1677848100000,2023-03-03 12:55:00,22354.12,22355.35,22354.11,22355.35,0.39568,False,0,none
BTCUSD,1677848160000,2023-03-03 12:56:00,22356.42,22356.42,22345.22,22347.32,2.85433,False,0,none
